Name,Measure,Measure Info,Geo Type Name,Geo Place Name,Data Value,Stations,Final Date
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Manhattan,50.0,Annual,2011
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Citywide,New York City,37.7,Annual,2017
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Staten Island,70.7,Annual,2007
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Staten Island,47.84750174,Annual,2014
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Staten Island,51.7,Annual,2011
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Queens,31.4,Annual,2017
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Manhattan,64.0,Annual,2007
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Brooklyn,67.8,Annual,2007
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Bronx,76.5,Annual,2007
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Citywide,New York City,64.7,Annual,2007
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Manhattan,38.0,Annual,2017
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Brooklyn,38.3,Annual,2017
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Queens,54.8,Annual,2007
PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,Bronx,44.4,Annual,2017
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Citywide,New York City,11.7,Annual,2014
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Staten Island,14.2,Annual,2011
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Queens,11.4,Annual,2011
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Manhattan,12.6,Annual,2011
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Brooklyn,13.3,Annual,2011
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Bronx,20.6,Annual,2011
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Manhattan,10.94017672,Annual,2014
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Queens,15.7,Annual,2007
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Manhattan,18.3,Annual,2007
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Brooklyn,19.6,Annual,2007
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Bronx,30.8,Annual,2007
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Citywide,New York City,19.8,Annual,2007
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Queens,8.683621096,Annual,2014
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Bronx,17.97804125,Annual,2014
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Brooklyn,11.53145289,Annual,2014
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Staten Island,13.5980798,Annual,2014
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Staten Island,17.5,Annual,2007
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Citywide,New York City,14.1,Annual,2011
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Queens,9.6,Annual,2017
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Bronx,19.6,Annual,2017
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Brooklyn,10.5,Annual,2017
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Manhattan,9.6,Annual,2017
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Borough,Staten Island,15.0,Annual,2017
PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older),Estimated Annual Rate,"per 100,000 adults",Citywide,New York City,11.8,Annual,2017
Sulfur Dioxide (SO2),Mean,ppb,Borough,Bronx,6.62,Winter,2009
Sulfur Dioxide (SO2),Mean,ppb,Citywide,New York City,1.17,Winter,2013
Sulfur Dioxide (SO2),Mean,ppb,Citywide,New York City,1.95,Winter,2012
Sulfur Dioxide (SO2),Mean,ppb,Citywide,New York City,3.63,Winter,2011
Sulfur Dioxide (SO2),Mean,ppb,Citywide,New York City,2.88,Winter,2010
Sulfur Dioxide (SO2),Mean,ppb,Citywide,New York City,0.23,Winter,2016
Sulfur Dioxide (SO2),Mean,ppb,Borough,Manhattan,0.38,Winter,2016
Sulfur Dioxide (SO2),Mean,ppb,Borough,Queens,0.25,Winter,2016
Sulfur Dioxide (SO2),Mean,ppb,Borough,Brooklyn,3.92,Winter,2009
Sulfur Dioxide (SO2),Mean,ppb,Borough,Brooklyn,0.19,Winter,2016
Sulfur Dioxide (SO2),Mean,ppb,Borough,Bronx,0.33,Winter,2016
Sulfur Dioxide (SO2),Mean,ppb,Citywide,New York City,0.5978,Winter,2015
Sulfur Dioxide (SO2),Mean,ppb,Borough,Staten Island,0.27,Winter,2015
Sulfur Dioxide (SO2),Mean,ppb,Borough,Staten Island,0.12,Winter,2016
Sulfur Dioxide (SO2),Mean,ppb,Borough,Manhattan,9.17,Winter,2009
Sulfur Dioxide (SO2),Mean,ppb,Borough,Bronx,4.28,Winter,2010
Sulfur Dioxide (SO2),Mean,ppb,Borough,Staten Island,2.13,Winter,2009
Sulfur Dioxide (SO2),Mean,ppb,Borough,Brooklyn,1.55,Winter,2012
Sulfur Dioxide (SO2),Mean,ppb,Borough,Manhattan,4.81,Winter,2012
Sulfur Dioxide (SO2),Mean,ppb,Borough,Queens,1.72,Winter,2012
Sulfur Dioxide (SO2),Mean,ppb,Borough,Bronx,3.43,Winter,2012
Sulfur Dioxide (SO2),Mean,ppb,Borough,Staten Island,1.78,Winter,2011
Sulfur Dioxide (SO2),Mean,ppb,Borough,Queens,3.42,Winter,2011
Sulfur Dioxide (SO2),Mean,ppb,Borough,Queens,3.99,Winter,2009
Sulfur Dioxide (SO2),Mean,ppb,Borough,Manhattan,7.79,Winter,2011
Sulfur Dioxide (SO2),Mean,ppb,Borough,Bronx,5.44,Winter,2011
Sulfur Dioxide (SO2),Mean,ppb,Borough,Staten Island,1.17,Winter,2010
Sulfur Dioxide (SO2),Mean,ppb,Borough,Queens,2.82,Winter,2010
Sulfur Dioxide (SO2),Mean,ppb,Borough,Manhattan,6.19,Winter,2010
Sulfur Dioxide (SO2),Mean,ppb,Borough,Brooklyn,2.66,Winter,2010
Sulfur Dioxide (SO2),Mean,ppb,Borough,Queens,0.56,Winter,2015
Sulfur Dioxide (SO2),Mean,ppb,Borough,Brooklyn,3.26,Winter,2011
Sulfur Dioxide (SO2),Mean,ppb,Borough,Manhattan,1.19,Winter,2015
Sulfur Dioxide (SO2),Mean,ppb,Borough,Brooklyn,0.47,Winter,2015
Sulfur Dioxide (SO2),Mean,ppb,Borough,Bronx,1.11,Winter,2015
Sulfur Dioxide (SO2),Mean,ppb,Borough,Brooklyn,1.08,Winter,2014
Sulfur Dioxide (SO2),Mean,ppb,Borough,Bronx,2.08,Winter,2014
Sulfur Dioxide (SO2),Mean,ppb,Citywide,New York City,1.43,Winter,2014
Sulfur Dioxide (SO2),Mean,ppb,Borough,Staten Island,0.43,Winter,2013
Sulfur Dioxide (SO2),Mean,ppb,Borough,Queens,1.01,Winter,2013
Sulfur Dioxide (SO2),Mean,ppb,Borough,Manhattan,3.08,Winter,2013
Sulfur Dioxide (SO2),Mean,ppb,Borough,Brooklyn,0.9,Winter,2013
Sulfur Dioxide (SO2),Mean,ppb,Borough,Bronx,2.16,Winter,2013
Sulfur Dioxide (SO2),Mean,ppb,Borough,Staten Island,0.81,Winter,2012
Sulfur Dioxide (SO2),Mean,ppb,Citywide,New York City,4.32,Winter,2009
Sulfur Dioxide (SO2),Mean,ppb,Borough,Manhattan,2.9,Winter,2014
Sulfur Dioxide (SO2),Mean,ppb,Borough,Queens,1.46,Winter,2014
Sulfur Dioxide (SO2),Mean,ppb,Borough,Staten Island,0.83,Winter,2014
Traffic Density- Annual Vehicle Miles Traveled,million miles,per km2,Citywide,New York City,24.0,Annual,2005
Traffic Density- Annual Vehicle Miles Traveled,million miles,per km2,Borough,Bronx,24.0,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled,million miles,per km2,Borough,Brooklyn,23.0,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled,million miles,per km2,Borough,Manhattan,46.7,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled,million miles,per km2,Borough,Queens,24.8,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled,million miles,per km2,Borough,Staten Island,9.7,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled,million miles,per km2,Citywide,New York City,23.0,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled for Cars,million miles,per km2,Borough,Bronx,21.9,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled for Cars,million miles,per km2,Borough,Brooklyn,23.8,Annual,2005
Traffic Density- Annual Vehicle Miles Traveled for Cars,million miles,per km2,Borough,Bronx,23.9,Annual,2005
Traffic Density- Annual Vehicle Miles Traveled for Cars,million miles,per km2,Citywide,New York City,22.6,Annual,2005
Traffic Density- Annual Vehicle Miles Traveled for Cars,million miles,per km2,Borough,Staten Island,9.8,Annual,2005
Traffic Density- Annual Vehicle Miles Traveled for Cars,million miles,per km2,Citywide,New York City,21.7,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled for Cars,million miles,per km2,Borough,Staten Island,9.2,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled for Cars,million miles,per km2,Borough,Queens,23.7,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled for Cars,million miles,per km2,Borough,Manhattan,48.0,Annual,2005
Traffic Density- Annual Vehicle Miles Traveled for Cars,million miles,per km2,Borough,Brooklyn,21.8,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled for Cars,million miles,per km2,Borough,Queens,23.5,Annual,2005
Traffic Density- Annual Vehicle Miles Traveled for Cars,million miles,per km2,Borough,Manhattan,43.7,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled for Trucks,million miles,per km2,Citywide,New York City,1.2,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled for Trucks,million miles,per km2,Citywide,New York City,1.3,Annual,2005
Traffic Density- Annual Vehicle Miles Traveled for Trucks,million miles,per km2,Borough,Bronx,2.0,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled for Trucks,million miles,per km2,Borough,Brooklyn,1.0,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled for Trucks,million miles,per km2,Borough,Manhattan,2.5,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled for Trucks,million miles,per km2,Borough,Queens,1.1,Annual,2016
Traffic Density- Annual Vehicle Miles Traveled for Trucks,million miles,per km2,Borough,Staten Island,0.5,Annual,2016
